Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"161948","CVE-2022-29404","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.54 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.54. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.54 advisory.

  - Possible request smuggling in mod_proxy_ajp: Inconsistent Interpretation of HTTP Requests ('HTTP Request
    Smuggling') vulnerability in mod_proxy_ajp of Apache HTTP Server allows an attacker to smuggle requests to
    the AJP server it forwards requests to.  This issue affects Apache HTTP Server Apache HTTP Server 2.4
    version 2.4.53 and prior versions. Acknowledgements: Ricter Z @ 360 Noah Lab (CVE-2022-26377)

  - Read beyond bounds in mod_isapi: Apache HTTP Server 2.4.53 and earlier on Windows may read beyond bounds
    when configured to process requests with the mod_isapi module.  Acknowledgements: The Apache HTTP Server
    project would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28330)

  - Read beyond bounds via ap_rwrite(): The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may
    read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite()
    or ap_rputs(), such as with mod_luas r:puts() function. Acknowledgements: The Apache HTTP Server project
    would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28614)

  - Read beyond bounds in ap_strcmp_match(): Apache HTTP Server 2.4.53 and earlier may crash or disclose
    information due to a read beyond bounds in ap_strcmp_match() when provided with an extremely large input
    buffer.  While no code distributed with the server can be coerced into such a call, third-party modules or
    lua scripts that use ap_strcmp_match() may hypothetically be affected. Acknowledgements: The Apache HTTP
    Server project would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28615)

  - Denial of service in mod_lua r:parsebody: In Apache HTTP Server 2.4.53 and earlier, a malicious request to a
    lua script that calls r:parsebody(0) may cause a denial of service due to no default limit on possible
    input size. Acknowledgements: The Apache HTTP Server project would like to thank Ronald Crane (Zippenhop
    LLC) for reporting this issue (CVE-2022-29404)

  - Denial of Service mod_sed: If Apache HTTP Server 2.4.53 is configured to do transformations with mod_sed in
    contexts where the input to mod_sed may be very large, mod_sed may make excessively large memory
    allocations and trigger an abort. Acknowledgements: This issue was found by Brian Moussalli from the JFrog
    Security Research team (CVE-2022-30522)

  - Information Disclosure in mod_lua with websockets: Apache HTTP Server 2.4.53 and earlier may return lengths
    to applications calling r:wsread() that point past the end of the storage allocated for the buffer.
    Acknowledgements: The Apache HTTP Server project would like to thank Ronald Crane (Zippenhop LLC) for
    reporting this issue (CVE-2022-30556)

  - X-Forwarded-For dropped by hop-by-hop mechanism in mod_proxy: Apache HTTP Server 2.4.53 and earlier may not
    send the X-Forwarded-* headers to the origin server based on client side Connection header hop-by-hop
    mechanism. This may be used to bypass IP based authentication on the origin server/application.
    Acknowledgements: The Apache HTTP Server project would like to thank Gaetan Ferry (Synacktiv) for
    reporting this issue (CVE-2022-31813)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.54 or later.","https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.54
"
"161948","CVE-2022-30522","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.54 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.54. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.54 advisory.

  - Possible request smuggling in mod_proxy_ajp: Inconsistent Interpretation of HTTP Requests ('HTTP Request
    Smuggling') vulnerability in mod_proxy_ajp of Apache HTTP Server allows an attacker to smuggle requests to
    the AJP server it forwards requests to.  This issue affects Apache HTTP Server Apache HTTP Server 2.4
    version 2.4.53 and prior versions. Acknowledgements: Ricter Z @ 360 Noah Lab (CVE-2022-26377)

  - Read beyond bounds in mod_isapi: Apache HTTP Server 2.4.53 and earlier on Windows may read beyond bounds
    when configured to process requests with the mod_isapi module.  Acknowledgements: The Apache HTTP Server
    project would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28330)

  - Read beyond bounds via ap_rwrite(): The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may
    read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite()
    or ap_rputs(), such as with mod_luas r:puts() function. Acknowledgements: The Apache HTTP Server project
    would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28614)

  - Read beyond bounds in ap_strcmp_match(): Apache HTTP Server 2.4.53 and earlier may crash or disclose
    information due to a read beyond bounds in ap_strcmp_match() when provided with an extremely large input
    buffer.  While no code distributed with the server can be coerced into such a call, third-party modules or
    lua scripts that use ap_strcmp_match() may hypothetically be affected. Acknowledgements: The Apache HTTP
    Server project would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28615)

  - Denial of service in mod_lua r:parsebody: In Apache HTTP Server 2.4.53 and earlier, a malicious request to a
    lua script that calls r:parsebody(0) may cause a denial of service due to no default limit on possible
    input size. Acknowledgements: The Apache HTTP Server project would like to thank Ronald Crane (Zippenhop
    LLC) for reporting this issue (CVE-2022-29404)

  - Denial of Service mod_sed: If Apache HTTP Server 2.4.53 is configured to do transformations with mod_sed in
    contexts where the input to mod_sed may be very large, mod_sed may make excessively large memory
    allocations and trigger an abort. Acknowledgements: This issue was found by Brian Moussalli from the JFrog
    Security Research team (CVE-2022-30522)

  - Information Disclosure in mod_lua with websockets: Apache HTTP Server 2.4.53 and earlier may return lengths
    to applications calling r:wsread() that point past the end of the storage allocated for the buffer.
    Acknowledgements: The Apache HTTP Server project would like to thank Ronald Crane (Zippenhop LLC) for
    reporting this issue (CVE-2022-30556)

  - X-Forwarded-For dropped by hop-by-hop mechanism in mod_proxy: Apache HTTP Server 2.4.53 and earlier may not
    send the X-Forwarded-* headers to the origin server based on client side Connection header hop-by-hop
    mechanism. This may be used to bypass IP based authentication on the origin server/application.
    Acknowledgements: The Apache HTTP Server project would like to thank Gaetan Ferry (Synacktiv) for
    reporting this issue (CVE-2022-31813)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.54 or later.","https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.54
"
"161948","CVE-2022-30556","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.54 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.54. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.54 advisory.

  - Possible request smuggling in mod_proxy_ajp: Inconsistent Interpretation of HTTP Requests ('HTTP Request
    Smuggling') vulnerability in mod_proxy_ajp of Apache HTTP Server allows an attacker to smuggle requests to
    the AJP server it forwards requests to.  This issue affects Apache HTTP Server Apache HTTP Server 2.4
    version 2.4.53 and prior versions. Acknowledgements: Ricter Z @ 360 Noah Lab (CVE-2022-26377)

  - Read beyond bounds in mod_isapi: Apache HTTP Server 2.4.53 and earlier on Windows may read beyond bounds
    when configured to process requests with the mod_isapi module.  Acknowledgements: The Apache HTTP Server
    project would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28330)

  - Read beyond bounds via ap_rwrite(): The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may
    read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite()
    or ap_rputs(), such as with mod_luas r:puts() function. Acknowledgements: The Apache HTTP Server project
    would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28614)

  - Read beyond bounds in ap_strcmp_match(): Apache HTTP Server 2.4.53 and earlier may crash or disclose
    information due to a read beyond bounds in ap_strcmp_match() when provided with an extremely large input
    buffer.  While no code distributed with the server can be coerced into such a call, third-party modules or
    lua scripts that use ap_strcmp_match() may hypothetically be affected. Acknowledgements: The Apache HTTP
    Server project would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28615)

  - Denial of service in mod_lua r:parsebody: In Apache HTTP Server 2.4.53 and earlier, a malicious request to a
    lua script that calls r:parsebody(0) may cause a denial of service due to no default limit on possible
    input size. Acknowledgements: The Apache HTTP Server project would like to thank Ronald Crane (Zippenhop
    LLC) for reporting this issue (CVE-2022-29404)

  - Denial of Service mod_sed: If Apache HTTP Server 2.4.53 is configured to do transformations with mod_sed in
    contexts where the input to mod_sed may be very large, mod_sed may make excessively large memory
    allocations and trigger an abort. Acknowledgements: This issue was found by Brian Moussalli from the JFrog
    Security Research team (CVE-2022-30522)

  - Information Disclosure in mod_lua with websockets: Apache HTTP Server 2.4.53 and earlier may return lengths
    to applications calling r:wsread() that point past the end of the storage allocated for the buffer.
    Acknowledgements: The Apache HTTP Server project would like to thank Ronald Crane (Zippenhop LLC) for
    reporting this issue (CVE-2022-30556)

  - X-Forwarded-For dropped by hop-by-hop mechanism in mod_proxy: Apache HTTP Server 2.4.53 and earlier may not
    send the X-Forwarded-* headers to the origin server based on client side Connection header hop-by-hop
    mechanism. This may be used to bypass IP based authentication on the origin server/application.
    Acknowledgements: The Apache HTTP Server project would like to thank Gaetan Ferry (Synacktiv) for
    reporting this issue (CVE-2022-31813)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.54 or later.","https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.54
"
"161948","CVE-2022-31813","7.5","Critical","academy.platinumcredit.co.ke","tcp","443","Apache 2.4.x < 2.4.54 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.54. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.54 advisory.

  - Possible request smuggling in mod_proxy_ajp: Inconsistent Interpretation of HTTP Requests ('HTTP Request
    Smuggling') vulnerability in mod_proxy_ajp of Apache HTTP Server allows an attacker to smuggle requests to
    the AJP server it forwards requests to.  This issue affects Apache HTTP Server Apache HTTP Server 2.4
    version 2.4.53 and prior versions. Acknowledgements: Ricter Z @ 360 Noah Lab (CVE-2022-26377)

  - Read beyond bounds in mod_isapi: Apache HTTP Server 2.4.53 and earlier on Windows may read beyond bounds
    when configured to process requests with the mod_isapi module.  Acknowledgements: The Apache HTTP Server
    project would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28330)

  - Read beyond bounds via ap_rwrite(): The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may
    read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite()
    or ap_rputs(), such as with mod_luas r:puts() function. Acknowledgements: The Apache HTTP Server project
    would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28614)

  - Read beyond bounds in ap_strcmp_match(): Apache HTTP Server 2.4.53 and earlier may crash or disclose
    information due to a read beyond bounds in ap_strcmp_match() when provided with an extremely large input
    buffer.  While no code distributed with the server can be coerced into such a call, third-party modules or
    lua scripts that use ap_strcmp_match() may hypothetically be affected. Acknowledgements: The Apache HTTP
    Server project would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28615)

  - Denial of service in mod_lua r:parsebody: In Apache HTTP Server 2.4.53 and earlier, a malicious request to a
    lua script that calls r:parsebody(0) may cause a denial of service due to no default limit on possible
    input size. Acknowledgements: The Apache HTTP Server project would like to thank Ronald Crane (Zippenhop
    LLC) for reporting this issue (CVE-2022-29404)

  - Denial of Service mod_sed: If Apache HTTP Server 2.4.53 is configured to do transformations with mod_sed in
    contexts where the input to mod_sed may be very large, mod_sed may make excessively large memory
    allocations and trigger an abort. Acknowledgements: This issue was found by Brian Moussalli from the JFrog
    Security Research team (CVE-2022-30522)

  - Information Disclosure in mod_lua with websockets: Apache HTTP Server 2.4.53 and earlier may return lengths
    to applications calling r:wsread() that point past the end of the storage allocated for the buffer.
    Acknowledgements: The Apache HTTP Server project would like to thank Ronald Crane (Zippenhop LLC) for
    reporting this issue (CVE-2022-30556)

  - X-Forwarded-For dropped by hop-by-hop mechanism in mod_proxy: Apache HTTP Server 2.4.53 and earlier may not
    send the X-Forwarded-* headers to the origin server based on client side Connection header hop-by-hop
    mechanism. This may be used to bypass IP based authentication on the origin server/application.
    Acknowledgements: The Apache HTTP Server project would like to thank Gaetan Ferry (Synacktiv) for
    reporting this issue (CVE-2022-31813)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.54 or later.","https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : https://academy.platinumcredit.co.ke/
  Installed version : 2.4.46
  Fixed version     : 2.4.54
"
"166602","","","None","academy.platinumcredit.co.ke","tcp","0","Asset Attribute: Fully Qualified Domain Name (FQDN)","Report Fully Qualified Domain Name (FQDN) for the remote host.","Report Fully Qualified Domain Name (FQDN) for the remote host.","n/a","","The FQDN for the remote host has been determined to be:

  FQDN       : ec2-35-173-70-205.compute-1.amazonaws.com
  Confidence : 100
  Resolves   : True
  Method     : rDNS Lookup: IP Address

Another possible FQDN was also detected:
"
"10107","","","None","chqtracker.platinumcredit.co.ke","tcp","80","HTTP Server Type and Version","A web server is running on the remote host.","This plugin attempts to determine the type and the version of the
  remote web server.","n/a","","The remote web server type is :

nginx/1.18.0 (Ubuntu)"
"10287","","","None","chqtracker.platinumcredit.co.ke","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 192.168.100.213 to 34.197.198.137 : 
192.168.100.213
192.168.100.1
105.163.32.1
10.70.86.150
196.201.217.16
195.229.27.213
194.170.186.1
206.126.236.35
206.126.236.35
?
52.93.29.78
52.93.29.74
34.197.198.137

Hop Count: 12
"
"10386","","","None","chqtracker.platinumcredit.co.ke","tcp","80","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","

CGI scanning will be disabled for this host because the host responds
to requests for non-existent URLs with HTTP code 301
rather than 404. The requested URL was : 

    http://chqtracker.platinumcredit.co.ke/7pqmSLG6k5Yn.html
"
"11219","","","None","chqtracker.platinumcredit.co.ke","tcp","80","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.","Protect your target with an IP filter.","","Port 80/tcp was found to be open"
"12053","","","None","chqtracker.platinumcredit.co.ke","tcp","0","Host Fully Qualified Domain Name (FQDN) Resolution","It was possible to resolve the name of the remote host.","Nessus was able to resolve the fully qualified domain name (FQDN) of
the remote host.","n/a","","
34.197.198.137 resolves as ec2-34-197-198-137.compute-1.amazonaws.com.
"
"19506","","","None","chqtracker.platinumcredit.co.ke","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - The ping round trip time 
  - Whether credentialed or third-party patch management
    checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 10.4.1
Nessus build : 20091
Plugin feed version : 202211201347
Scanner edition used : Nessus
Scanner OS : LINUX
Scanner distribution : debian9-x86-64
Scan type : Normal
Scan name : Platinum Credit Kenya
Scan policy used : Advanced Scan
Scanner IP : 192.168.100.213
Port scanner(s) : nessus_syn_scanner 
Port range : default
Ping RTT : 253.595 ms
Thorough tests : no
Experimental tests : no
Plugin debugging enabled : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
Display superseded patches : yes (supersedence plugin launched)
CGI scanning : enabled
Web application tests : disabled
Max hosts : 100
Max checks : 5
Recv timeout : 5
Backports : None
Allow post-scan editing : Yes
Scan Start Date : 2022/11/20 22:07 EAT
Scan duration : 1151 sec
"
"22964","","","None","chqtracker.platinumcredit.co.ke","tcp","80","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port."
"24260","","","None","chqtracker.platinumcredit.co.ke","tcp","80","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 301 Moved Permanently

Protocol version : HTTP/1.1
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Server: nginx/1.18.0 (Ubuntu)
  Date: Sun, 20 Nov 2022 19:21:50 GMT
  Content-Type: text/html
  Content-Length: 178
  Connection: keep-alive
  Location: https://chqtracker.platinumcredit.co.ke/
  
Response Body :

<html>
<head><title>301 Moved Permanently</title></head>
<body>
<center><h1>301 Moved Permanently</h1></center>
<hr><center>nginx/1.18.0 (Ubuntu)</center>
</body>
</html>
"
"25220","","","None","chqtracker.platinumcredit.co.ke","tcp","0","TCP/IP Timestamps Supported","The remote service implements TCP timestamps.","The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.","n/a","http://www.ietf.org/rfc/rfc1323.txt",""
"45590","","","None","chqtracker.platinumcredit.co.ke","tcp","0","Common Platform Enumeration (CPE)","It was possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.","n/a","http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe","
Following application CPE's matched on the remote system : 

  cpe:/a:igor_sysoev:nginx:1.18.0 -> Nginx
  cpe:/a:nginx:nginx:1.18.0 -> Nginx
"
"50350","","","None","chqtracker.platinumcredit.co.ke","tcp","0","OS Identification Failed","It was not possible to determine the remote operating system.","Using a combination of remote probes (TCP/IP, SMB, HTTP, NTP, SNMP,
etc), it was possible to gather one or more fingerprints from the
remote system. Unfortunately, though, Nessus does not currently know
how to use them to identify the overall system.","n/a","","
If you think these signatures would help us improve OS fingerprinting,
please send them to :

  os-signatures@nessus.org

Be sure to include a brief description of the device itself, such as
the actual operating system or product / model names.

HTTP:!:Server: nginx/1.18.0 (Ubuntu)

SinFP:!:
   P1:B10113:F0x12:W62727:O0204ffff:M1380:
   P2:B10113:F0x12:W62643:O0204ffff0402080affffffff4445414401030307:M1380:
   P3:B00000:F0x00:W0:O0:M0
   P4:190400_7_p=80R
"
"91634","","","None","chqtracker.platinumcredit.co.ke","tcp","80","HyperText Transfer Protocol (HTTP) Redirect Information","The remote web server redirects requests to the root directory.","The remote web server issues an HTTP redirect when requesting the root
directory of the web server.

This plugin is informational only and does not denote a security
problem.","Analyze the redirect(s) to verify that this is valid operation for
your web server and/or application.","","
  Request         : http://chqtracker.platinumcredit.co.ke/
  HTTP response   : HTTP/1.1 301 Moved Permanently
  Redirect to     : https://chqtracker.platinumcredit.co.ke/
  Redirect type   : 30x redirect


Note that Nessus did not receive a 200 OK response from the
last examined redirect.
"
"106375","","","None","chqtracker.platinumcredit.co.ke","tcp","80","nginx HTTP Server Detection","The nginx HTTP server was detected on the remote host.","Nessus was able to detect the nginx HTTP server by looking at
the HTTP banner on the remote host.","n/a","https://nginx.org/","
  URL     : http://chqtracker.platinumcredit.co.ke/
  Version : 1.18.0
  os      : Ubuntu
  source  : Server: nginx/1.18.0 (Ubuntu)
"
"166602","","","None","chqtracker.platinumcredit.co.ke","tcp","0","Asset Attribute: Fully Qualified Domain Name (FQDN)","Report Fully Qualified Domain Name (FQDN) for the remote host.","Report Fully Qualified Domain Name (FQDN) for the remote host.","n/a","","The FQDN for the remote host has been determined to be:

  FQDN       : ec2-34-197-198-137.compute-1.amazonaws.com
  Confidence : 100
  Resolves   : True
  Method     : rDNS Lookup: IP Address

Another possible FQDN was also detected:
"
"10107","","","None","cms.platinumcredit.co.ke","tcp","80","HTTP Server Type and Version","A web server is running on the remote host.","This plugin attempts to determine the type and the version of the
  remote web server.","n/a","","The remote web server type is :

Apache/2.4.18 (Ubuntu)"
"10107","","","None","cms.platinumcredit.co.ke","tcp","443","HTTP Server Type and Version","A web server is running on the remote host.","This plugin attempts to determine the type and the version of the
  remote web server.","n/a","","The remote web server type is :

Apache/2.4.18 (Ubuntu)"
"10267","","","None","cms.platinumcredit.co.ke","tcp","22","SSH Server Type and Version Information","An SSH server is listening on this port.","It is possible to obtain information about the remote SSH server by
sending an empty authentication request.","n/a","","
SSH version : SSH-2.0-OpenSSH_8.4
SSH supported authentication : publickey
"
"10287","","","None","cms.platinumcredit.co.ke","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 192.168.100.213 to 34.203.150.225 : 
192.168.100.213
192.168.100.1
105.163.32.1
10.70.86.150
196.201.217.17
196.201.222.225
195.229.27.213
195.229.3.19
206.126.236.35
52.93.28.234
34.203.150.225

Hop Count: 10
"
"10386","","","None","cms.platinumcredit.co.ke","tcp","80","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","

CGI scanning will be disabled for this host because the host responds
to requests for non-existent URLs with HTTP code 301
rather than 404. The requested URL was : 

    http://cms.platinumcredit.co.ke/ecJ_zQHIPWyy.html
"
"10662","","","None","cms.platinumcredit.co.ke","tcp","443","Web mirroring","Nessus can crawl the remote website.","This plugin makes a mirror of the remote website(s) and extracts the
list of CGIs that are used by the remote host. 

It is suggested that you change the number of pages to mirror in the
'Options' section of the client.","n/a","","
Webmirror performed 33 queries in 60s (0.0550 queries per second)

The following CGIs have been discovered :


+ CGI : /css/status_config.php
  Methods : GET
  Argument : cache_key
   Value: a231d7661211481ea69e09627df18f69


+ CGI : /browser_search_plugin.php
  Methods : GET
  Argument : type
   Value: id


+ CGI : /login_password_page.php
  Methods : POST
  Argument : return
   Value: index.php
  Argument : username


+ CGI : /login_page.php
  Methods : GET
  Argument : error
   Value: 1
  Argument : return
   Value: index.php
"
